c0_path,split,label,original,manipulation,height,width,frame_rate,nb_frames,c23_path,c40_path
manipulated_sequences/Deepfakes/c0/videos/015_919.mp4,test,FAKE,015.mp4,Deepfakes,480,640,15,219,manipulated_sequences/Deepfakes/c23/videos/015_919.mp4,manipulated_sequences/Deepfakes/c40/videos/015_919.mp4
manipulated_sequences/Deepfakes/c0/videos/016_209.mp4,train,FAKE,016.mp4,Deepfakes,480,640,15,339,manipulated_sequences/Deepfakes/c23/videos/016_209.mp4,manipulated_sequences/Deepfakes/c40/videos/016_209.mp4
manipulated_sequences/Deepfakes/c0/videos/017_803.mp4,train,FAKE,017.mp4,Deepfakes,720,1280,15,239,manipulated_sequences/Deepfakes/c23/videos/017_803.mp4,manipulated_sequences/Deepfakes/c40/videos/017_803.mp4
manipulated_sequences/Deepfakes/c0/videos/018_019.mp4,train,FAKE,018.mp4,Deepfakes,480,640,15,216,manipulated_sequences/Deepfakes/c23/videos/018_019.mp4,manipulated_sequences/Deepfakes/c40/videos/018_019.mp4
manipulated_sequences/Deepfakes/c0/videos/019_018.mp4,train,FAKE,019.mp4,Deepfakes,480,640,15,693,manipulated_sequences/Deepfakes/c23/videos/019_018.mp4,manipulated_sequences/Deepfakes/c40/videos/019_018.mp4
manipulated_sequences/Deepfakes/c0/videos/020_344.mp4,train,FAKE,020.mp4,Deepfakes,720,1280,15,234,manipulated_sequences/Deepfakes/c23/videos/020_344.mp4,manipulated_sequences/Deepfakes/c40/videos/020_344.mp4
manipulated_sequences/Deepfakes/c0/videos/021_312.mp4,train,FAKE,021.mp4,Deepfakes,480,654,15,216,manipulated_sequences/Deepfakes/c23/videos/021_312.mp4,manipulated_sequences/Deepfakes/c40/videos/021_312.mp4
manipulated_sequences/Deepfakes/c0/videos/022_489.mp4,train,FAKE,022.mp4,Deepfakes,720,1280,15,163,manipulated_sequences/Deepfakes/c23/videos/022_489.mp4,manipulated_sequences/Deepfakes/c40/videos/022_489.mp4
manipulated_sequences/Deepfakes/c0/videos/023_923.mp4,val,FAKE,023.mp4,Deepfakes,480,640,15,332,manipulated_sequences/Deepfakes/c23/videos/023_923.mp4,manipulated_sequences/Deepfakes/c40/videos/023_923.mp4
manipulated_sequences/Deepfakes/c0/videos/024_073.mp4,test,FAKE,024.mp4,Deepfakes,480,640,15,184,manipulated_sequences/Deepfakes/c23/videos/024_073.mp4,manipulated_sequences/Deepfakes/c40/videos/024_073.mp4
manipulated_sequences/Deepfakes/c0/videos/025_067.mp4,train,FAKE,025.mp4,Deepfakes,1080,1440,15,374,manipulated_sequences/Deepfakes/c23/videos/025_067.mp4,manipulated_sequences/Deepfakes/c40/videos/025_067.mp4
manipulated_sequences/Deepfakes/c0/videos/026_012.mp4,test,FAKE,026.mp4,Deepfakes,480,640,15,193,manipulated_sequences/Deepfakes/c23/videos/026_012.mp4,manipulated_sequences/Deepfakes/c40/videos/026_012.mp4
manipulated_sequences/Deepfakes/c0/videos/027_009.mp4,train,FAKE,027.mp4,Deepfakes,480,640,15,158,manipulated_sequences/Deepfakes/c23/videos/027_009.mp4,manipulated_sequences/Deepfakes/c40/videos/027_009.mp4
manipulated_sequences/Deepfakes/c0/videos/028_068.mp4,train,FAKE,028.mp4,Deepfakes,480,848,15,217,manipulated_sequences/Deepfakes/c23/videos/028_068.mp4,manipulated_sequences/Deepfakes/c40/videos/028_068.mp4
manipulated_sequences/Deepfakes/c0/videos/029_048.mp4,test,FAKE,029.mp4,Deepfakes,480,586,15,250,manipulated_sequences/Deepfakes/c23/videos/029_048.mp4,manipulated_sequences/Deepfakes/c40/videos/029_048.mp4
manipulated_sequences/Deepfakes/c0/videos/030_193.mp4,train,FAKE,030.mp4,Deepfakes,1080,1920,15,149,manipulated_sequences/Deepfakes/c23/videos/030_193.mp4,manipulated_sequences/Deepfakes/c40/videos/030_193.mp4
manipulated_sequences/Deepfakes/c0/videos/031_163.mp4,train,FAKE,031.mp4,Deepfakes,720,1280,15,241,manipulated_sequences/Deepfakes/c23/videos/031_163.mp4,manipulated_sequences/Deepfakes/c40/videos/031_163.mp4
manipulated_sequences/Deepfakes/c0/videos/032_944.mp4,train,FAKE,032.mp4,Deepfakes,720,1280,15,155,manipulated_sequences/Deepfakes/c23/videos/032_944.mp4,manipulated_sequences/Deepfakes/c40/videos/032_944.mp4
manipulated_sequences/Deepfakes/c0/videos/033_097.mp4,train,FAKE,033.mp4,Deepfakes,480,854,15,485,manipulated_sequences/Deepfakes/c23/videos/033_097.mp4,manipulated_sequences/Deepfakes/c40/videos/033_097.mp4
manipulated_sequences/Deepfakes/c0/videos/034_590.mp4,train,FAKE,034.mp4,Deepfakes,720,960,15,204,manipulated_sequences/Deepfakes/c23/videos/034_590.mp4,manipulated_sequences/Deepfakes/c40/videos/034_590.mp4
manipulated_sequences/Deepfakes/c0/videos/035_036.mp4,test,FAKE,035.mp4,Deepfakes,480,640,15,254,manipulated_sequences/Deepfakes/c23/videos/035_036.mp4,manipulated_sequences/Deepfakes/c40/videos/035_036.mp4
manipulated_sequences/Deepfakes/c0/videos/036_035.mp4,test,FAKE,036.mp4,Deepfakes,480,640,15,202,manipulated_sequences/Deepfakes/c23/videos/036_035.mp4,manipulated_sequences/Deepfakes/c40/videos/036_035.mp4
manipulated_sequences/Deepfakes/c0/videos/037_072.mp4,train,FAKE,037.mp4,Deepfakes,480,656,15,272,manipulated_sequences/Deepfakes/c23/videos/037_072.mp4,manipulated_sequences/Deepfakes/c40/videos/037_072.mp4
manipulated_sequences/Deepfakes/c0/videos/038_125.mp4,train,FAKE,038.mp4,Deepfakes,480,854,15,153,manipulated_sequences/Deepfakes/c23/videos/038_125.mp4,manipulated_sequences/Deepfakes/c40/videos/038_125.mp4
manipulated_sequences/Deepfakes/c0/videos/039_058.mp4,train,FAKE,039.mp4,Deepfakes,480,654,15,305,manipulated_sequences/Deepfakes/c23/videos/039_058.mp4,manipulated_sequences/Deepfakes/c40/videos/039_058.mp4
manipulated_sequences/Deepfakes/c0/videos/040_997.mp4,train,FAKE,040.mp4,Deepfakes,720,1280,15,329,manipulated_sequences/Deepfakes/c23/videos/040_997.mp4,manipulated_sequences/Deepfakes/c40/videos/040_997.mp4
manipulated_sequences/Deepfakes/c0/videos/041_063.mp4,train,FAKE,041.mp4,Deepfakes,480,656,15,209,manipulated_sequences/Deepfakes/c23/videos/041_063.mp4,manipulated_sequences/Deepfakes/c40/videos/041_063.mp4
manipulated_sequences/Deepfakes/c0/videos/042_084.mp4,val,FAKE,042.mp4,Deepfakes,480,640,15,211,manipulated_sequences/Deepfakes/c23/videos/042_084.mp4,manipulated_sequences/Deepfakes/c40/videos/042_084.mp4
manipulated_sequences/Deepfakes/c0/videos/043_110.mp4,train,FAKE,043.mp4,Deepfakes,720,1280,15,248,manipulated_sequences/Deepfakes/c23/videos/043_110.mp4,manipulated_sequences/Deepfakes/c40/videos/043_110.mp4
manipulated_sequences/Deepfakes/c0/videos/044_945.mp4,test,FAKE,044.mp4,Deepfakes,720,1280,15,168,manipulated_sequences/Deepfakes/c23/videos/044_945.mp4,manipulated_sequences/Deepfakes/c40/videos/044_945.mp4
manipulated_sequences/Deepfakes/c0/videos/045_889.mp4,train,FAKE,045.mp4,Deepfakes,1080,1920,15,210,manipulated_sequences/Deepfakes/c23/videos/045_889.mp4,manipulated_sequences/Deepfakes/c40/videos/045_889.mp4
manipulated_sequences/Deepfakes/c0/videos/046_904.mp4,val,FAKE,046.mp4,Deepfakes,720,1280,15,252,manipulated_sequences/Deepfakes/c23/videos/046_904.mp4,manipulated_sequences/Deepfakes/c40/videos/046_904.mp4
manipulated_sequences/Deepfakes/c0/videos/047_862.mp4,test,FAKE,047.mp4,Deepfakes,480,854,15,160,manipulated_sequences/Deepfakes/c23/videos/047_862.mp4,manipulated_sequences/Deepfakes/c40/videos/047_862.mp4
manipulated_sequences/Deepfakes/c0/videos/048_029.mp4,test,FAKE,048.mp4,Deepfakes,480,640,15,291,manipulated_sequences/Deepfakes/c23/videos/048_029.mp4,manipulated_sequences/Deepfakes/c40/videos/048_029.mp4
manipulated_sequences/Deepfakes/c0/videos/049_946.mp4,train,FAKE,049.mp4,Deepfakes,480,640,15,180,manipulated_sequences/Deepfakes/c23/videos/049_946.mp4,manipulated_sequences/Deepfakes/c40/videos/049_946.mp4
manipulated_sequences/Deepfakes/c0/videos/050_059.mp4,train,FAKE,050.mp4,Deepfakes,480,640,15,318,manipulated_sequences/Deepfakes/c23/videos/050_059.mp4,manipulated_sequences/Deepfakes/c40/videos/050_059.mp4
manipulated_sequences/Deepfakes/c0/videos/051_332.mp4,train,FAKE,051.mp4,Deepfakes,720,1280,15,430,manipulated_sequences/Deepfakes/c23/videos/051_332.mp4,manipulated_sequences/Deepfakes/c40/videos/051_332.mp4
manipulated_sequences/Deepfakes/c0/videos/052_108.mp4,train,FAKE,052.mp4,Deepfakes,1080,1920,15,162,manipulated_sequences/Deepfakes/c23/videos/052_108.mp4,manipulated_sequences/Deepfakes/c40/videos/052_108.mp4
manipulated_sequences/Deepfakes/c0/videos/053_095.mp4,train,FAKE,053.mp4,Deepfakes,480,656,15,250,manipulated_sequences/Deepfakes/c23/videos/053_095.mp4,manipulated_sequences/Deepfakes/c40/videos/053_095.mp4
manipulated_sequences/Deepfakes/c0/videos/054_071.mp4,train,FAKE,054.mp4,Deepfakes,480,640,15,184,manipulated_sequences/Deepfakes/c23/videos/054_071.mp4,manipulated_sequences/Deepfakes/c40/videos/054_071.mp4
manipulated_sequences/Deepfakes/c0/videos/055_147.mp4,train,FAKE,055.mp4,Deepfakes,480,640,15,197,manipulated_sequences/Deepfakes/c23/videos/055_147.mp4,manipulated_sequences/Deepfakes/c40/videos/055_147.mp4
manipulated_sequences/Deepfakes/c0/videos/056_996.mp4,train,FAKE,056.mp4,Deepfakes,720,1280,15,224,manipulated_sequences/Deepfakes/c23/videos/056_996.mp4,manipulated_sequences/Deepfakes/c40/videos/056_996.mp4
manipulated_sequences/Deepfakes/c0/videos/057_070.mp4,train,FAKE,057.mp4,Deepfakes,480,656,15,259,manipulated_sequences/Deepfakes/c23/videos/057_070.mp4,manipulated_sequences/Deepfakes/c40/videos/057_070.mp4
manipulated_sequences/Deepfakes/c0/videos/058_039.mp4,train,FAKE,058.mp4,Deepfakes,480,720,15,335,manipulated_sequences/Deepfakes/c23/videos/058_039.mp4,manipulated_sequences/Deepfakes/c40/videos/058_039.mp4
manipulated_sequences/Deepfakes/c0/videos/059_050.mp4,train,FAKE,059.mp4,Deepfakes,480,640,15,433,manipulated_sequences/Deepfakes/c23/videos/059_050.mp4,manipulated_sequences/Deepfakes/c40/videos/059_050.mp4
manipulated_sequences/Deepfakes/c0/videos/060_088.mp4,train,FAKE,060.mp4,Deepfakes,480,600,15,506,manipulated_sequences/Deepfakes/c23/videos/060_088.mp4,manipulated_sequences/Deepfakes/c40/videos/060_088.mp4
manipulated_sequences/Deepfakes/c0/videos/061_080.mp4,train,FAKE,061.mp4,Deepfakes,480,654,15,202,manipulated_sequences/Deepfakes/c23/videos/061_080.mp4,manipulated_sequences/Deepfakes/c40/videos/061_080.mp4
manipulated_sequences/Deepfakes/c0/videos/062_066.mp4,train,FAKE,062.mp4,Deepfakes,480,640,15,212,manipulated_sequences/Deepfakes/c23/videos/062_066.mp4,manipulated_sequences/Deepfakes/c40/videos/062_066.mp4
manipulated_sequences/Deepfakes/c0/videos/063_041.mp4,train,FAKE,063.mp4,Deepfakes,480,640,15,558,manipulated_sequences/Deepfakes/c23/videos/063_041.mp4,manipulated_sequences/Deepfakes/c40/videos/063_041.mp4
manipulated_sequences/Deepfakes/c0/videos/064_991.mp4,val,FAKE,064.mp4,Deepfakes,480,640,15,241,manipulated_sequences/Deepfakes/c23/videos/064_991.mp4,manipulated_sequences/Deepfakes/c40/videos/064_991.mp4
manipulated_sequences/Deepfakes/c0/videos/065_089.mp4,train,FAKE,065.mp4,Deepfakes,720,1280,15,265,manipulated_sequences/Deepfakes/c23/videos/065_089.mp4,manipulated_sequences/Deepfakes/c40/videos/065_089.mp4
manipulated_sequences/Deepfakes/c0/videos/066_062.mp4,train,FAKE,066.mp4,Deepfakes,480,720,15,218,manipulated_sequences/Deepfakes/c23/videos/066_062.mp4,manipulated_sequences/Deepfakes/c40/videos/066_062.mp4
manipulated_sequences/Deepfakes/c0/videos/067_025.mp4,train,FAKE,067.mp4,Deepfakes,720,1280,15,269,manipulated_sequences/Deepfakes/c23/videos/067_025.mp4,manipulated_sequences/Deepfakes/c40/videos/067_025.mp4
manipulated_sequences/Deepfakes/c0/videos/068_028.mp4,train,FAKE,068.mp4,Deepfakes,480,640,15,201,manipulated_sequences/Deepfakes/c23/videos/068_028.mp4,manipulated_sequences/Deepfakes/c40/videos/068_028.mp4
manipulated_sequences/Deepfakes/c0/videos/069_961.mp4,train,FAKE,069.mp4,Deepfakes,720,1280,15,387,manipulated_sequences/Deepfakes/c23/videos/069_961.mp4,manipulated_sequences/Deepfakes/c40/videos/069_961.mp4
manipulated_sequences/Deepfakes/c0/videos/070_057.mp4,train,FAKE,070.mp4,Deepfakes,480,640,15,220,manipulated_sequences/Deepfakes/c23/videos/070_057.mp4,manipulated_sequences/Deepfakes/c40/videos/070_057.mp4
manipulated_sequences/Deepfakes/c0/videos/071_054.mp4,train,FAKE,071.mp4,Deepfakes,480,654,15,227,manipulated_sequences/Deepfakes/c23/videos/071_054.mp4,manipulated_sequences/Deepfakes/c40/videos/071_054.mp4
manipulated_sequences/Deepfakes/c0/videos/072_037.mp4,train,FAKE,072.mp4,Deepfakes,480,656,15,187,manipulated_sequences/Deepfakes/c23/videos/072_037.mp4,manipulated_sequences/Deepfakes/c40/videos/072_037.mp4
manipulated_sequences/Deepfakes/c0/videos/073_024.mp4,test,FAKE,073.mp4,Deepfakes,720,1280,15,422,manipulated_sequences/Deepfakes/c23/videos/073_024.mp4,manipulated_sequences/Deepfakes/c40/videos/073_024.mp4
manipulated_sequences/Deepfakes/c0/videos/074_825.mp4,train,FAKE,074.mp4,Deepfakes,1080,1920,15,207,manipulated_sequences/Deepfakes/c23/videos/074_825.mp4,manipulated_sequences/Deepfakes/c40/videos/074_825.mp4
manipulated_sequences/Deepfakes/c0/videos/075_977.mp4,train,FAKE,075.mp4,Deepfakes,720,1280,15,307,manipulated_sequences/Deepfakes/c23/videos/075_977.mp4,manipulated_sequences/Deepfakes/c40/videos/075_977.mp4
manipulated_sequences/Deepfakes/c0/videos/076_079.mp4,train,FAKE,076.mp4,Deepfakes,720,1280,15,165,manipulated_sequences/Deepfakes/c23/videos/076_079.mp4,manipulated_sequences/Deepfakes/c40/videos/076_079.mp4
manipulated_sequences/Deepfakes/c0/videos/077_100.mp4,train,FAKE,077.mp4,Deepfakes,480,640,15,367,manipulated_sequences/Deepfakes/c23/videos/077_100.mp4,manipulated_sequences/Deepfakes/c40/videos/077_100.mp4
manipulated_sequences/Deepfakes/c0/videos/078_955.mp4,test,FAKE,078.mp4,Deepfakes,720,1280,15,314,manipulated_sequences/Deepfakes/c23/videos/078_955.mp4,manipulated_sequences/Deepfakes/c40/videos/078_955.mp4
manipulated_sequences/Deepfakes/c0/videos/079_076.mp4,train,FAKE,079.mp4,Deepfakes,720,1280,15,212,manipulated_sequences/Deepfakes/c23/videos/079_076.mp4,manipulated_sequences/Deepfakes/c40/videos/079_076.mp4
manipulated_sequences/Deepfakes/c0/videos/080_061.mp4,train,FAKE,080.mp4,Deepfakes,480,656,15,290,manipulated_sequences/Deepfakes/c23/videos/080_061.mp4,manipulated_sequences/Deepfakes/c40/videos/080_061.mp4
manipulated_sequences/Deepfakes/c0/videos/081_087.mp4,train,FAKE,081.mp4,Deepfakes,480,600,15,702,manipulated_sequences/Deepfakes/c23/videos/081_087.mp4,manipulated_sequences/Deepfakes/c40/videos/081_087.mp4
manipulated_sequences/Deepfakes/c0/videos/082_103.mp4,train,FAKE,082.mp4,Deepfakes,480,640,15,190,manipulated_sequences/Deepfakes/c23/videos/082_103.mp4,manipulated_sequences/Deepfakes/c40/videos/082_103.mp4
manipulated_sequences/Deepfakes/c0/videos/083_213.mp4,train,FAKE,083.mp4,Deepfakes,1080,1920,15,273,manipulated_sequences/Deepfakes/c23/videos/083_213.mp4,manipulated_sequences/Deepfakes/c40/videos/083_213.mp4
manipulated_sequences/Deepfakes/c0/videos/084_042.mp4,val,FAKE,084.mp4,Deepfakes,1080,1920,15,375,manipulated_sequences/Deepfakes/c23/videos/084_042.mp4,manipulated_sequences/Deepfakes/c40/videos/084_042.mp4
manipulated_sequences/Deepfakes/c0/videos/085_124.mp4,train,FAKE,085.mp4,Deepfakes,480,640,15,197,manipulated_sequences/Deepfakes/c23/videos/085_124.mp4,manipulated_sequences/Deepfakes/c40/videos/085_124.mp4
manipulated_sequences/Deepfakes/c0/videos/086_090.mp4,train,FAKE,086.mp4,Deepfakes,720,1280,15,468,manipulated_sequences/Deepfakes/c23/videos/086_090.mp4,manipulated_sequences/Deepfakes/c40/videos/086_090.mp4
manipulated_sequences/Deepfakes/c0/videos/087_081.mp4,train,FAKE,087.mp4,Deepfakes,480,640,15,185,manipulated_sequences/Deepfakes/c23/videos/087_081.mp4,manipulated_sequences/Deepfakes/c40/videos/087_081.mp4
manipulated_sequences/Deepfakes/c0/videos/088_060.mp4,train,FAKE,088.mp4,Deepfakes,480,640,15,399,manipulated_sequences/Deepfakes/c23/videos/088_060.mp4,manipulated_sequences/Deepfakes/c40/videos/088_060.mp4
manipulated_sequences/Deepfakes/c0/videos/089_065.mp4,train,FAKE,089.mp4,Deepfakes,720,1280,15,451,manipulated_sequences/Deepfakes/c23/videos/089_065.mp4,manipulated_sequences/Deepfakes/c40/videos/089_065.mp4
manipulated_sequences/Deepfakes/c0/videos/090_086.mp4,train,FAKE,090.mp4,Deepfakes,720,1280,15,344,manipulated_sequences/Deepfakes/c23/videos/090_086.mp4,manipulated_sequences/Deepfakes/c40/videos/090_086.mp4
manipulated_sequences/Deepfakes/c0/videos/091_116.mp4,val,FAKE,091.mp4,Deepfakes,480,658,15,320,manipulated_sequences/Deepfakes/c23/videos/091_116.mp4,manipulated_sequences/Deepfakes/c40/videos/091_116.mp4
manipulated_sequences/Deepfakes/c0/videos/092_098.mp4,train,FAKE,092.mp4,Deepfakes,480,720,15,276,manipulated_sequences/Deepfakes/c23/videos/092_098.mp4,manipulated_sequences/Deepfakes/c40/videos/092_098.mp4
manipulated_sequences/Deepfakes/c0/videos/093_121.mp4,train,FAKE,093.mp4,Deepfakes,720,1280,15,193,manipulated_sequences/Deepfakes/c23/videos/093_121.mp4,manipulated_sequences/Deepfakes/c40/videos/093_121.mp4
manipulated_sequences/Deepfakes/c0/videos/094_111.mp4,train,FAKE,094.mp4,Deepfakes,720,1280,15,335,manipulated_sequences/Deepfakes/c23/videos/094_111.mp4,manipulated_sequences/Deepfakes/c40/videos/094_111.mp4
manipulated_sequences/Deepfakes/c0/videos/095_053.mp4,train,FAKE,095.mp4,Deepfakes,480,640,15,604,manipulated_sequences/Deepfakes/c23/videos/095_053.mp4,manipulated_sequences/Deepfakes/c40/videos/095_053.mp4
manipulated_sequences/Deepfakes/c0/videos/096_101.mp4,train,FAKE,096.mp4,Deepfakes,1080,1920,15,252,manipulated_sequences/Deepfakes/c23/videos/096_101.mp4,manipulated_sequences/Deepfakes/c40/videos/096_101.mp4
manipulated_sequences/Deepfakes/c0/videos/097_033.mp4,train,FAKE,097.mp4,Deepfakes,480,640,15,287,manipulated_sequences/Deepfakes/c23/videos/097_033.mp4,manipulated_sequences/Deepfakes/c40/videos/097_033.mp4
manipulated_sequences/Deepfakes/c0/videos/098_092.mp4,train,FAKE,098.mp4,Deepfakes,480,656,15,179,manipulated_sequences/Deepfakes/c23/videos/098_092.mp4,manipulated_sequences/Deepfakes/c40/videos/098_092.mp4
manipulated_sequences/Deepfakes/c0/videos/099_295.mp4,train,FAKE,099.mp4,Deepfakes,1080,1920,15,368,manipulated_sequences/Deepfakes/c23/videos/099_295.mp4,manipulated_sequences/Deepfakes/c40/videos/099_295.mp4
manipulated_sequences/Deepfakes/c0/videos/100_077.mp4,train,FAKE,100.mp4,Deepfakes,480,640,15,254,manipulated_sequences/Deepfakes/c23/videos/100_077.mp4,manipulated_sequences/Deepfakes/c40/videos/100_077.mp4
manipulated_sequences/Deepfakes/c0/videos/101_096.mp4,train,FAKE,101.mp4,Deepfakes,480,854,15,574,manipulated_sequences/Deepfakes/c23/videos/101_096.mp4,manipulated_sequences/Deepfakes/c40/videos/101_096.mp4
manipulated_sequences/Deepfakes/c0/videos/102_114.mp4,test,FAKE,102.mp4,Deepfakes,480,720,15,233,manipulated_sequences/Deepfakes/c23/videos/102_114.mp4,manipulated_sequences/Deepfakes/c40/videos/102_114.mp4
manipulated_sequences/Deepfakes/c0/videos/103_082.mp4,train,FAKE,103.mp4,Deepfakes,480,656,15,357,manipulated_sequences/Deepfakes/c23/videos/103_082.mp4,manipulated_sequences/Deepfakes/c40/videos/103_082.mp4
manipulated_sequences/Deepfakes/c0/videos/104_126.mp4,val,FAKE,104.mp4,Deepfakes,480,640,15,231,manipulated_sequences/Deepfakes/c23/videos/104_126.mp4,manipulated_sequences/Deepfakes/c40/videos/104_126.mp4
manipulated_sequences/Deepfakes/c0/videos/105_180.mp4,train,FAKE,105.mp4,Deepfakes,480,640,15,368,manipulated_sequences/Deepfakes/c23/videos/105_180.mp4,manipulated_sequences/Deepfakes/c40/videos/105_180.mp4
manipulated_sequences/Deepfakes/c0/videos/106_198.mp4,val,FAKE,106.mp4,Deepfakes,480,854,15,178,manipulated_sequences/Deepfakes/c23/videos/106_198.mp4,manipulated_sequences/Deepfakes/c40/videos/106_198.mp4
manipulated_sequences/Deepfakes/c0/videos/107_109.mp4,train,FAKE,107.mp4,Deepfakes,480,640,15,334,manipulated_sequences/Deepfakes/c23/videos/107_109.mp4,manipulated_sequences/Deepfakes/c40/videos/107_109.mp4
manipulated_sequences/Deepfakes/c0/videos/108_052.mp4,train,FAKE,108.mp4,Deepfakes,1080,1440,15,150,manipulated_sequences/Deepfakes/c23/videos/108_052.mp4,manipulated_sequences/Deepfakes/c40/videos/108_052.mp4
manipulated_sequences/Deepfakes/c0/videos/109_107.mp4,train,FAKE,109.mp4,Deepfakes,480,640,15,179,manipulated_sequences/Deepfakes/c23/videos/109_107.mp4,manipulated_sequences/Deepfakes/c40/videos/109_107.mp4
manipulated_sequences/Deepfakes/c0/videos/110_043.mp4,train,FAKE,110.mp4,Deepfakes,720,960,15,283,manipulated_sequences/Deepfakes/c23/videos/110_043.mp4,manipulated_sequences/Deepfakes/c40/videos/110_043.mp4
manipulated_sequences/Deepfakes/c0/videos/111_094.mp4,train,FAKE,111.mp4,Deepfakes,480,640,15,260,manipulated_sequences/Deepfakes/c23/videos/111_094.mp4,manipulated_sequences/Deepfakes/c40/videos/111_094.mp4
manipulated_sequences/Deepfakes/c0/videos/112_892.mp4,train,FAKE,112.mp4,Deepfakes,1080,1920,15,209,manipulated_sequences/Deepfakes/c23/videos/112_892.mp4,manipulated_sequences/Deepfakes/c40/videos/112_892.mp4
manipulated_sequences/Deepfakes/c0/videos/113_983.mp4,train,FAKE,113.mp4,Deepfakes,720,1280,15,505,manipulated_sequences/Deepfakes/c23/videos/113_983.mp4,manipulated_sequences/Deepfakes/c40/videos/113_983.mp4
manipulated_sequences/Deepfakes/c0/videos/114_102.mp4,test,FAKE,114.mp4,Deepfakes,480,640,15,761,manipulated_sequences/Deepfakes/c23/videos/114_102.mp4,manipulated_sequences/Deepfakes/c40/videos/114_102.mp4
manipulated_sequences/Deepfakes/c0/videos/115_939.mp4,val,FAKE,115.mp4,Deepfakes,720,1280,15,160,manipulated_sequences/Deepfakes/c23/videos/115_939.mp4,manipulated_sequences/Deepfakes/c40/videos/115_939.mp4
manipulated_sequences/Deepfakes/c0/videos/116_091.mp4,val,FAKE,116.mp4,Deepfakes,480,640,15,164,manipulated_sequences/Deepfakes/c23/videos/116_091.mp4,manipulated_sequences/Deepfakes/c40/videos/116_091.mp4
